Source,Title,Location,Phone
https://www.apartments.com/chicago-il/,Arrive LEX,"2138 S Indiana Ave, Chicago, IL 60616",(708) 919-3021
https://www.apartments.com/chicago-il/,Chestnut Tower Apartments,"121 W Chestnut St, Chicago, IL 60610",(708) 775-3701
https://www.apartments.com/chicago-il/,14 West Elm Apartments,"14 W Elm St, Chicago, IL 60610",(708) 934-4375
https://www.apartments.com/chicago-il/,Luxe on Madison,"1222 W Madison St, Chicago, IL 60607",(708) 775-3773
https://www.apartments.com/chicago-il/,Algonquin Apartments,"1606 E Hyde Park Blvd, Chicago, IL 60615",(219) 600-3792
https://www.apartments.com/chicago-il/,Two West Delaware,"2 W Delaware Pl, Chicago, IL 60610",(708) 725-0805
https://www.apartments.com/chicago-il/,The Seneca Apartments,"200 E Chestnut St, Chicago, IL 60611",(708) 775-2268
https://www.apartments.com/chicago-il/,North Water Apartments,"340 E North Water St, Chicago, IL 60611",(708) 329-0750
https://www.apartments.com/chicago-il/,Xavier,"625 W Division St, Chicago, IL 60610",(708) 775-2850
https://www.apartments.com/chicago-il/,Maynard At Elaine Place,"3419 N Elaine Pl, Chicago, IL 60657",(708) 919-2655
https://www.apartments.com/chicago-il/,Circa 922,"922 W Washington Blvd, Chicago, IL 60607",(708) 775-3769
https://www.apartments.com/chicago-il/,2545 W Fitch Ave,"2545 W Fitch Ave, Chicago, IL 60645",(224) 478-1942
https://www.apartments.com/chicago-il/,ONE Old Town Park,"1140 N Wells St, Chicago, IL 60610",(708) 797-6880
https://www.apartments.com/chicago-il/,3ELEVEN,"311 W Illinois St, Chicago, IL 60654",(312) 548-9017
https://www.apartments.com/chicago-il/,NEMA Chicago,"1210 S Indiana Ave, Chicago, IL 60605",(708) 725-1935
https://www.apartments.com/chicago-il/,Aspire Residences,"2111 S Wabash Ave, Chicago, IL 60616",(773) 322-1761
https://www.apartments.com/chicago-il/,Noca Blu,"2340 N California Ave, Chicago, IL 60647",(708) 318-4489
https://www.apartments.com/chicago-il/,Milieu,"205 S Peoria, Chicago, IL 60607",(708) 775-3278
https://www.apartments.com/chicago-il/,Logan,"2522 N Milwaukee Ave, Chicago, IL 60647",(708) 938-3337
https://www.apartments.com/chicago-il/,Upshore Chapter,"4555 N Sheridan Rd, Chicago, IL 60640",(224) 529-3894
https://www.apartments.com/chicago-il/,Live Four50,"450-454 W Belmont Ave, Chicago, IL 60657",(708) 934-0516
https://www.apartments.com/chicago-il/,Coeval,"51 E 14th St, Chicago, IL 60605",(708) 775-3764
https://www.apartments.com/chicago-il/,5252 S Cornell Ave,"5252 S Cornell Ave, Chicago, IL 60615",(773) 906-7144
https://www.apartments.com/chicago-il/,Imprint,"717 S Clark St, Chicago, IL 60605",(708) 775-3997
https://www.apartments.com/chicago-il/,Westerly,"740 N Aberdeen St, Chicago, IL 60642",(708) 402-8917
https://www.apartments.com/chicago-il/,AMLI 808,"808 N Wells St, Chicago, IL 60610",(708) 919-3074
https://www.apartments.com/chicago-il/,Cascade,"455 E Waterside Dr, Chicago, IL 60601",(312) 757-8219
https://www.apartments.com/chicago-il/,McCormick,"2401 S State St, Chicago, IL 60616",(872) 253-7718
https://www.apartments.com/chicago-il/,Inspire West Town,"670 N May St, Chicago, IL 60642",(312) 997-5068
https://www.apartments.com/chicago-il/,Millie on Michigan,"88 E Wacker Pl, Chicago, IL 60601",(312) 870-5520
https://www.apartments.com/chicago-il/,The Sally,"1135 W Winona St, Chicago, IL 60640",(224) 260-2483
https://www.apartments.com/chicago-il/,Flora,"1114 W Carroll Ave, Chicago, IL 60607",(877) 865-0747
https://www.apartments.com/chicago-il/,812 West Adams,"812 W Adams St, Chicago, IL 60607",(888) 960-3199
https://www.apartments.com/chicago-il/,Arthur on Aberdeen,"210 N Aberdeen St, Chicago, IL 60607",(817) 659-1060
https://www.apartments.com/chicago-il/,Park Michigan - 1212 S Michigan Ave,"1212 S Michigan Ave, Chicago, IL 60605",(708) 919-2811
https://www.apartments.com/chicago-il/,Lake and Wells,"210 N Wells St, Chicago, IL 60606",(708) 775-3874
https://www.apartments.com/chicago-il/,Mode Logan Square,"1950 N Campbell Ave, Chicago, IL 60647",(224) 442-8203
https://www.apartments.com/chicago-il/,MDA Apartments,"63 E Lake St, Chicago, IL 60601",(312) 685-4373
https://www.apartments.com/chicago-il/,Sheridan Tower - 5650 N Sheridan Rd,"5650 N Sheridan Rd, Chicago, IL 60660",(708) 434-2534
https://www.apartments.com/chicago-il/,Arrive Streeterville,"333 E Ontario St, Chicago, IL 60611",(708) 919-2992
