Source,Title,Location,Phone
https://www.apartments.com/chicago-il/,Fulbrix,"160 N Elizabeth St, Chicago, IL 60607",(708) 775-3852
https://www.apartments.com/chicago-il/,Reside on Barry,"533 W Barry Ave, Chicago, IL 60657",(708) 477-3205
https://www.apartments.com/chicago-il/,Webster Square Apartments,"558 W Webster Ave, Chicago, IL 60614",(708) 725-1465
https://www.apartments.com/chicago-il/,The Wilmore,"4600 N Kenmore Ave, Chicago, IL 60640",(224) 529-3627
https://www.apartments.com/chicago-il/,519 W Melrose St,"519 W Melrose St, Chicago, IL 60657",(844) 338-4657
https://www.apartments.com/chicago-il/,Webster House,"2150 N Lincoln Park W, Chicago, IL 60614",(708) 725-0781
https://www.apartments.com/chicago-il/,Wrightwood - 512 W Wrightwood Ave,"512 W Wrightwood Ave, Chicago, IL 60614",(708) 919-3525
https://www.apartments.com/chicago-il/,The Opus,"1802 W Berenice Ave, Chicago, IL 60613",(312) 517-2873
https://www.apartments.com/chicago-il/,2402 W Carmen Ave,"2402 W Carmen Ave, Chicago, IL 60625",(224) 470-7708
https://www.apartments.com/chicago-il/,Sheridan Glen - 6040 N Sheridan Rd,"6040 N Sheridan Rd, Chicago, IL 60660",(708) 613-8681
https://www.apartments.com/chicago-il/,596 W Hawthorne Pl,"596 W Hawthorne Pl, Chicago, IL 60657",(708) 683-4641
https://www.apartments.com/chicago-il/,TRIO Apartments,"670 W Wayman St, Chicago, IL 60661",(708) 853-6500
https://www.apartments.com/chicago-il/,Clybourn,"2827-2847 N Clybourn Ave, Chicago, IL 60618",(844) 505-3230
https://www.apartments.com/chicago-il/,1120 N. LaSalle,"1120 LaSalle Dr, Chicago, IL 60610",(708) 613-8442
https://www.apartments.com/chicago-il/,3000 N Sheridan Rd,"3000 N Sheridan Rd, Chicago, IL 60657",(224) 470-7698
https://www.apartments.com/chicago-il/,640 North Wells,"640 N Wells St, Chicago, IL 60654",(708) 919-3522
https://www.apartments.com/chicago-il/,1111 N. Dearborn St.,"1111 N Dearborn St, Chicago, IL 60610",(708) 797-2675
https://www.apartments.com/chicago-il/,Ashland Manor,"4874-4880 N Ashland Ave, Chicago, IL 60640",(708) 628-5539
https://www.apartments.com/chicago-il/,Melrose Shores,"520 W Melrose Ave, Chicago, IL 60657",(708) 477-3052
https://www.apartments.com/chicago-il/,Reside on Surf,"425 W Surf St, Chicago, IL 60657",(708) 919-2213
https://www.apartments.com/chicago-il/,Flair Tower,"222 W Erie St, Chicago, IL 60654",(708) 919-2007
https://www.apartments.com/chicago-il/,Reside 707,"707 W Sheridan Rd, Chicago, IL 60613",(708) 683-3542
https://www.apartments.com/chicago-il/,Campus Court Apartments,"5417-5423 S Harper Ave, Chicago, IL 60615",(219) 600-4969
https://www.apartments.com/chicago-il/,Cityfront Place,"400 N McClurg Ct, Chicago, IL 60611",(708) 775-2947
https://www.apartments.com/chicago-il/,The Cooper,"720 S Wells St, Chicago, IL 60607",(708) 725-1955
https://www.apartments.com/chicago-il/,Parc Huron,"469 W Huron St, Chicago, IL 60654",(708) 725-1496
https://www.apartments.com/chicago-il/,Solverre,"4600 N Marine Dr, Chicago, IL 60640",(224) 470-7756
https://www.apartments.com/chicago-il/,Mayfair Apartments,"5496 S Hyde Park Blvd, Chicago, IL 60615",(219) 600-3453
https://www.apartments.com/chicago-il/,2424 N Clark St,"2424 N Clark St, Chicago, IL 60614",(855) 922-5827
https://www.apartments.com/chicago-il/,3130 N Lake Shore Dr,"3130 N Lake Shore Dr, Chicago, IL 60657",(708) 406-5685
https://www.apartments.com/chicago-il/,Kenmore Place - 6119 N Kenmore Ave,"6119 N Kenmore Ave, Chicago, IL 60660",(224) 529-0338
https://www.apartments.com/chicago-il/,1522 N La Salle Dr,"1522 N La Salle Dr, Chicago, IL 60610",(708) 934-8440
https://www.apartments.com/chicago-il/,The Winnie,"4750 N Winthrop Ave, Chicago, IL 60640",(708) 919-2246
https://www.apartments.com/chicago-il/,The Saint Grand,"218 E Grand Ave, Chicago, IL 60611",(866) 747-3471
https://www.apartments.com/chicago-il/,2101 Michigan,"2101 S Michigan Ave, Chicago, IL 60616",(708) 634-5042
https://www.apartments.com/chicago-il/,Riverview Terrace,"2609 W Belmont Ave, Chicago, IL 60618",(224) 344-2575
https://www.apartments.com/chicago-il/,Edge @ Sheridan - 5910 N Sheridan Rd,"5910 N Sheridan Ave, Chicago, IL 60660",(224) 529-3939
https://www.apartments.com/chicago-il/,850 Argyle Place,"840-850 W Argyle St, Chicago, IL 60640",(224) 529-3840
https://www.apartments.com/chicago-il/,District @ Sheridan - 5536 N Sheridan Rd,"5536 N Sheridan Rd, Chicago, IL 60640",(224) 328-3720
https://www.apartments.com/chicago-il/,Twin Towers,"1649 E 50th St, Chicago, IL 60615",(219) 600-3153
